Experiment,Time,TR_U,READOUT_OBS1,READOUT_OBS2,READOUT_OBS3,READOUT_OBS4,READOUT_OBS5,STD_OBS1,STD_OBS2,STD_OBS3,STD_OBS4,STD_OBS5
1,105,0,0.0180068369020212,0.0679731769088254,0.00959820151784656,0.0103674604813129,0.0260043247144325,0.00193417522350942,0.00663052424507731,0.000832688592544777,0.000979714462609341,0.00276061567978136
1,110,0,0.0200451009066024,0.0571149065085072,0.00889526666013792,0.00860565056432641,0.0261566634609142,0.00198616974880073,0.00615234928758901,0.000803589233919805,0.000960879016579372,0.00242666526236161
1,115,0,0.0182747703123873,0.0625512044603775,0.00693064420086033,0.00836368647361383,0.0234311691089185,0.00206486812401188,0.00588460768035236,0.000786781045840023,0.000947486743536215,0.00216585916210651
1,120,1,0.0226014538927143,0.0599680132025084,0.00886325971606965,0.00967047446049253,0.0201131354099105,0.0021667293539639,0.0058390405400546,0.000780308955196181,0.00093835863553969,0.00196240195689645
1,125,1,0.0227701390361942,0.0561418517446767,0.0547572320340083,0.0107114374863824,0.0451793070109785,0.00220702255738294,0.00598155176134534,0.00484102024945223,0.0011655724610665,0.00400631161021831
1,130,0,0.0226922458729265,0.0599133027506485,0.055673564134648,0.013950757630338,0.0645902787871953,0.0020900677630971,0.00598609236631429,0.00533426220624446,0.00143019957033437,0.00801504937433277
1,135,0,0.0143502384357647,0.0527762651001288,0.0139926963864794,0.012587832849217,0.0884126823587364,0.00195350687966908,0.00574073275332075,0.00133257382853731,0.00137768879373246,0.00755246904071203
1,140,0,0.0175936920824529,0.0560380451410428,0.00756994476781923,0.0126479031431092,0.0554422171995977,0.00184701577705522,0.00535231167534352,0.000835008982504636,0.00121882107406184,0.00616858543148361
1,145,0,0.0150591513469477,0.0513354427760431,0.00835119488948652,0.0106436205939128,0.050670328626031,0.00177279172356058,0.00492020059561564,0.0007624297638231,0.00110489751900604,0.0050798991658681
1,150,0,0.0184954881164588,0.0436785663997101,0.00727423290066766,0.0100921266315308,0.0518433408667657,0.00173061094787752,0.00450630120490516,0.000743608371003797,0.00103216113813575,0.00423098993237875
1,155,0,0.0162598700007486,0.0384694757014558,0.00875920312123759,0.00998846597192398,0.0423684622071766,0.00172003729375127,0.0041487338856994,0.00073412269913574,0.000986536448792013,0.00356952879099189
1,160,0,0.0177201501743079,0.0374256999413888,0.0068865238635534,0.00895159448685602,0.0339346648039267,0.00174023801004677,0.00387245018533011,0.000728275922639306,0.000957973158400823,0.00305420122291692
1,165,0,0.0191624628399787,0.0398766776688923,0.00841758128007618,0.0104953342068818,0.0306497404517151,0.0017897845248144,0.00369670177466958,0.000724847213636731,0.000940101593914138,0.00265275596222001
1,170,0,0.0146804952632121,0.0352809972814064,0.00549739457222043,0.00869531859650876,0.0221372364835166,0.00186651742247688,0.00364013213570559,0.00072330194847819,0.000928954624893898,0.00234005328346955
1,175,0,0.0168947361298905,0.0340847977270364,0.00755448200478039,0.00895118896260716,0.0198800670808822,0.00196751528631438,0.0037238880671426,0.000723504204411982,0.000922074993345165,0.00209650520623047
1,180,1,0.0203661835023591,0.0436899803445741,0.00647621900703738,0.0103804436619208,0.0151909213593783,0.00208918204522383,0.0039727326691745,0.000725870726347656,0.000917969137183694,0.00190685924296979
1,185,1,0.0216273005657442,0.0459690950855192,0.0344874965072249,0.00945372472417019,0.0358540932744048,0.00214479412686681,0.00436708783033412,0.00482314538339044,0.00115066107791571,0.00392688296465238
1,190,0,0.0198991149340486,0.0508468032469246,0.0501997474366237,0.0148094589352736,0.0805007150676358,0.0020359797729233,0.00459840005198533,0.00532441977292467,0.00142005745904546,0.00793384409391149
1,195,0,0.0194353725834134,0.0538401203455294,0.0129788937038585,0.0120937167479311,0.0671113667656335,0.00190591237197306,0.00455923834914846,0.00129636765829302,0.00136903153372346,0.00746891559119818
1,200,0,0.0160063065874144,0.0468766031298941,0.00783006660657975,0.0122464679091578,0.0532735972226842,0.00180545374579021,0.0043545626991695,0.000804203089978328,0.00121069444546021,0.00610140542292042
1,205,0,0.0180267963755343,0.0391094703564789,0.00849878455588684,0.0104709976048816,0.0495054687655808,0.00173682555068642,0.0040823607296515,0.000740029408279011,0.0010977367938748,0.00502682003068377
1,210,0,0.0165900682973302,0.0386621977988855,0.008004289644762,0.00932946098170047,0.0358019462908187,0.00169984267152506,0.00380504497518246,0.000728163808182706,0.00102623611844582,0.00418918377437259
1,215,0,0.0170141734285659,0.0363859990699222,0.00856487086361921,0.00957248293590125,0.0323864378044523,0.00169409312859491,0.00356248837568354,0.000723622719451486,0.000981856385811278,0.00353666353731737
1,220,0,0.0189908631259386,0.0354629399279896,0.00768937250122735,0.00835723557172208,0.0311269315793549,0.00171875093800601,0.00338205176870193,0.000721014281560257,0.000954387556259015,0.00302840077899656
1,225,0,0.0206185120373172,0.0312737473247543,0.00644465244085979,0.00844772348371936,0.0222810032894955,0.00177237997392644,0.00328566101979014,0.000719579216872628,0.000937397045119124,0.00263251979542633
